time_start,zone,imbl_sales_price_eur_mwh,imbl_purchase_price_eur_mwh,up_reg_price_eur_mwh,down_reg_price_eur_mwh,main_dir_reg_power,imbl_spot_diff_eur_mwh
2026-01-01T00:00:00Z,SE3,-1.0,-1.0,35.42,-1.0,-1.0,-36.42
2026-01-01T00:15:00Z,SE3,1.0,1.0,35.94,1.0,-1.0,-34.94
2026-01-01T00:30:00Z,SE3,0.0,0.0,32.88,0.0,-1.0,-32.88
2026-01-01T00:45:00Z,SE3,4.0,4.0,21.96,4.0,-1.0,-17.96
2026-01-01T01:00:00Z,SE3,3.0,3.0,30.41,3.0,-1.0,-27.41
2026-01-01T01:15:00Z,SE3,4.0,4.0,18.64,4.0,-1.0,-14.64
2026-01-01T01:30:00Z,SE3,-1.0,-1.0,14.11,-1.0,-1.0,-15.11
2026-01-01T01:45:00Z,SE3,-0.5,-0.5,7.3,-0.5,-1.0,-7.8
2026-01-01T02:00:00Z,SE3,4.0,4.0,10.26,4.0,-1.0,-6.26
2026-01-01T02:15:00Z,SE3,6.74,6.74,22.0,6.74,-1.0,0.0
2026-01-01T02:30:00Z,SE3,7.03,7.03,7.03,4.74,1.0,2.29
2026-01-01T02:45:00Z,SE3,-1.5,-1.5,4.34,-1.5,-1.0,-5.84
2026-01-01T03:00:00Z,SE3,4.86,4.86,7.05,4.86,-1.0,0.0
2026-01-01T03:15:00Z,SE3,4.0,4.0,4.67,4.0,-1.0,-0.67
2026-01-01T03:30:00Z,SE3,-1.0,-1.0,3.94,-1.0,-1.0,-4.94
2026-01-01T03:45:00Z,SE3,-5.0,-5.0,3.52,-5.0,-1.0,-8.52
2026-01-01T04:00:00Z,SE3,-5.0,-5.0,3.66,-5.0,-1.0,-8.66
2026-01-01T04:15:00Z,SE3,0.0,0.0,3.07,0.0,-1.0,-3.07
2026-01-01T04:30:00Z,SE3,3.0,3.0,3.09,3.0,-1.0,-0.09
2026-01-01T04:45:00Z,SE3,1.0,1.0,3.03,1.0,-1.0,-2.03
2026-01-01T05:00:00Z,SE3,3.11,3.11,4.73,3.11,-1.0,0.0
2026-01-01T05:15:00Z,SE3,3.06,3.06,10.0,3.06,-1.0,0.0
2026-01-01T05:30:00Z,SE3,1.0,1.0,3.51,1.0,-1.0,-2.51
2026-01-01T05:45:00Z,SE3,4.11,4.11,4.71,4.11,-1.0,0.0
