time_start,zone,imbl_sales_price_eur_mwh,imbl_purchase_price_eur_mwh,up_reg_price_eur_mwh,down_reg_price_eur_mwh,main_dir_reg_power,imbl_spot_diff_eur_mwh
2026-01-01T00:00:00Z,SE2,-1.0,-1.0,26.99,-1.0,-1.0,-27.99
2026-01-01T00:15:00Z,SE2,1.0,1.0,27.97,1.0,-1.0,-26.97
2026-01-01T00:30:00Z,SE2,0.0,0.0,24.41,0.0,-1.0,-24.41
2026-01-01T00:45:00Z,SE2,4.0,4.0,17.99,4.0,-1.0,-13.99
2026-01-01T01:00:00Z,SE2,3.0,3.0,23.83,3.0,-1.0,-20.83
2026-01-01T01:15:00Z,SE2,4.0,4.0,16.36,4.0,-1.0,-12.36
2026-01-01T01:30:00Z,SE2,-1.0,-1.0,13.17,-1.0,-1.0,-14.17
2026-01-01T01:45:00Z,SE2,-0.5,-0.5,7.2,-0.5,-1.0,-7.7
2026-01-01T02:00:00Z,SE2,4.0,4.0,10.83,4.0,-1.0,-6.83
2026-01-01T02:15:00Z,SE2,6.75,6.75,22.0,6.75,-1.0,0.0
2026-01-01T02:30:00Z,SE2,7.03,7.03,7.03,5.53,1.0,1.5
2026-01-01T02:45:00Z,SE2,-1.5,-1.5,5.18,-1.5,-1.0,-6.68
2026-01-01T03:00:00Z,SE2,5.7,5.7,7.05,5.7,-1.0,0.0
2026-01-01T03:15:00Z,SE2,4.0,4.0,5.53,4.0,-1.0,-1.53
2026-01-01T03:30:00Z,SE2,-1.0,-1.0,5.0,-1.0,-1.0,-6.0
2026-01-01T03:45:00Z,SE2,-5.0,-5.0,4.59,-5.0,-1.0,-9.59
2026-01-01T04:00:00Z,SE2,-5.0,-5.0,5.01,-5.0,-1.0,-10.01
2026-01-01T04:15:00Z,SE2,0.0,0.0,4.62,0.0,-1.0,-4.62
2026-01-01T04:30:00Z,SE2,3.0,3.0,4.63,3.0,-1.0,-1.63
2026-01-01T04:45:00Z,SE2,1.0,1.0,4.45,1.0,-1.0,-3.45
2026-01-01T05:00:00Z,SE2,1.0,1.0,4.83,1.0,-1.0,-3.83
2026-01-01T05:15:00Z,SE2,4.0,4.0,4.61,4.0,-1.0,-0.61
2026-01-01T05:30:00Z,SE2,1.0,1.0,5.0,1.0,-1.0,-4.0
2026-01-01T05:45:00Z,SE2,4.71,4.71,5.07,4.71,-1.0,-0.36
2026-01-01T06:00:00Z,SE2,-1.98,-1.98,5.0,-1.98,-1.0,-6.98
2026-01-01T06:15:00Z,SE2,-1.94,-1.94,5.06,-1.94,-1.0,-7.0
2026-01-01T06:30:00Z,SE2,1.0,1.0,5.49,1.0,-1.0,-4.49
2026-01-01T06:45:00Z,SE2,1.0,1.0,5.83,1.0,-1.0,-4.83
2026-01-01T07:00:00Z,SE2,-6.7,-6.7,5.97,-6.7,-1.0,-12.67
2026-01-01T07:15:00Z,SE2,-5.0,-5.0,6.58,-5.0,-1.0,-11.58
2026-01-01T07:30:00Z,SE2,-1.0,-1.0,6.82,-1.0,-1.0,-7.82
2026-01-01T07:45:00Z,SE2,-1.0,-1.0,6.98,-1.0,-1.0,-7.98
2026-01-01T08:00:00Z,SE2,-5.0,-5.0,7.54,-5.0,-1.0,-12.54
2026-01-01T08:15:00Z,SE2,-5.0,-5.0,7.9,-5.0,-1.0,-12.9
2026-01-01T08:30:00Z,SE2,-1.94,-1.94,8.0,-1.94,-1.0,-9.94
2026-01-01T08:45:00Z,SE2,0.0,0.0,8.39,0.0,-1.0,-8.39
2026-01-01T09:00:00Z,SE2,-5.0,-5.0,8.58,-5.0,-1.0,-13.58
2026-01-01T09:15:00Z,SE2,0.0,0.0,8.61,0.0,-1.0,-8.61
2026-01-01T09:30:00Z,SE2,4.09,4.09,8.81,4.09,-1.0,-4.72
2026-01-01T09:45:00Z,SE2,1.0,1.0,8.9,1.0,-1.0,-7.9
2026-01-01T10:00:00Z,SE2,-5.0,-5.0,8.96,-5.0,-1.0,-13.96
2026-01-01T10:15:00Z,SE2,-1.5,-1.5,9.79,-1.5,-1.0,-11.29
2026-01-01T10:30:00Z,SE2,-1.0,-1.0,10.55,-1.0,-1.0,-11.55
2026-01-01T10:45:00Z,SE2,1.0,1.0,10.86,1.0,-1.0,-9.86
2026-01-01T11:00:00Z,SE2,-5.0,-5.0,10.97,-5.0,-1.0,-15.97
2026-01-01T11:15:00Z,SE2,-2.13,-2.13,11.2,-2.13,-1.0,-13.33
2026-01-01T11:30:00Z,SE2,-1.0,-1.0,11.0,-1.0,-1.0,-12.0
2026-01-01T11:45:00Z,SE2,-5.0,-5.0,10.45,-5.0,-1.0,-15.45
2026-01-01T12:00:00Z,SE2,-5.0,-5.0,11.22,-5.0,-1.0,-16.22
2026-01-01T12:15:00Z,SE2,-1.0,-1.0,11.15,-1.0,-1.0,-12.15
2026-01-01T12:30:00Z,SE2,5.5,5.5,11.16,5.5,-1.0,-5.66
2026-01-01T12:45:00Z,SE2,-1.0,-1.0,11.41,-1.0,-1.0,-12.41
2026-01-01T13:00:00Z,SE2,-1.0,-1.0,10.35,-1.0,-1.0,-11.35
2026-01-01T13:15:00Z,SE2,9.26,9.26,11.52,9.26,-1.0,-2.26
2026-01-01T13:30:00Z,SE2,-5.0,-5.0,12.41,-5.0,-1.0,-17.41
2026-01-01T13:45:00Z,SE2,0.0,0.0,13.67,0.0,-1.0,-13.67
2026-01-01T14:00:00Z,SE2,4.0,4.0,12.72,4.0,-1.0,-8.72
2026-01-01T14:15:00Z,SE2,-1.75,-1.75,15.42,-1.75,-1.0,-17.17
2026-01-01T14:30:00Z,SE2,-1.0,-1.0,15.49,-1.0,-1.0,-16.49
2026-01-01T14:45:00Z,SE2,1.0,1.0,17.29,1.0,-1.0,-16.29
